Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcagr037a,agoraphobia,,text,Example 1,,,,NA,NA,NA,[dcagr036] = '1',,RH,NA,,NA,NA
dcagr037b,agoraphobia,,text,Example 2,,,,NA,NA,NA,[dcagr036] = '1',,RH,NA,,NA,NA
dcagr037c,agoraphobia,,text,Example 3,,,,NA,NA,NA,[dcagr036] = '1',,RH,NA,,NA,NA
dcagr038,agoraphobia,,radio,"Did you change your behavior in any way (e.g. any change in daily activities, such as avoiding going to theaters or shopping malls)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
dcagr039,agoraphobia,,radio,Was this fear so upsetting that you tried to get out of doing (fear)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
dcagr040,agoraphobia,,radio,Did you have to force yourself to do (fear)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
dcagr041,agoraphobia,,radio,Did you start to get nervous as soon as you knew you had to face (fear)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
dcagr042,agoraphobia,,radio,"When you were with a parent or friend, did (fear) upset you as much?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
dcagr043,agoraphobia,,radio,"When you were with a parent or friend, were you able to face (fear)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr038,NA,NA
cagr8,agoraphobia,,descriptive,"
DISTRESS/IMPAIRMENT

Please look at the thermometer/scale.

INTERVIEWER: Remind child how to use scale, if necessary.
",,,,NA,NA,NA,,,,NA,,NA,NA
cagr9,agoraphobia,,descriptive,"
Participant Card 8 (Distress/Impairment)
",,,,NA,NA,NA,,,,NA,,NA,NA
cag10,agoraphobia,,descriptive,"
DISTRESS 
",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr044,agoraphobia,,dropdown,How much did having this fear upset or bother you?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 997, 997 | 998, 998 | 999, 999",CODE RESPONSE,autocomplete,0,10,NA,,,,NA,,NA,NA
cagr11,agoraphobia,,descriptive,"
IMPAIRMENT

",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr045,agoraphobia,,dropdown,"How much did the fear you told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 997, 997 | 998, 998 | 999, 999",CODE RESPONSE,autocomplete,0,10,NA,,,,NA,,NA,NA
dcagr046,agoraphobia,,radio,Did you stay home from school because of your fear?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
cagr12,agoraphobia,,descriptive,How many days of school did you miss? (lifetime),,,,NA,NA,NA,[dcagr046] = '1',,,NA,,NA,NA
dcagr047,agoraphobia,,text,N of Days,,DAYS,number,NA,NA,NA,[dcagr046] = '1',,,NA,,NA,NA
dcagr048,agoraphobia,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcagr046] = '1',,,NA,,NA,NA
dcagr049,agoraphobia,,text,N of Months,,MONTHS,number,NA,NA,NA,[dcagr046] = '1',,,NA,,NA,NA
dcagr050,agoraphobia,,radio,"Did you ever avoid going to fun activities/events like amusement parks, movies, or parties because of your fear?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcagr051,agoraphobia,,text,How many times?,,TIMES,number,NA,NA,NA,[dcagr050] = '1',,,NA,,NA,NA
cagr13,agoraphobia,,descriptive,"
ASSOCIATED CONDITIONS



ANXIETY

",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr052,agoraphobia,,radio,"Were you afraid of (fear) only when you were anxious or worried about something else, or when you were  having panic attacks?

INTERVIEWER: Define panic attacks, as necessary.

","0, No | 1, Yes | 7, N/A | 9, Unk",,,NA,NA,NA,,,RH,NA,dcagr052,NA,NA
dcagr053,agoraphobia,,radio,Were you afraid of (fear) only when you were separated from your parents?,"0, No | 1, Yes | 7, N/A | 9, Unk",,,NA,NA,NA,,,,NA,dcagr052,NA,NA
cagr14,agoraphobia,,descriptive,"
EPISODES/COURSE
",,,,NA,NA,NA,,,,NA,,NA,NA
cagr15,agoraphobia,,descriptive,"
ONSET
",,,,NA,NA,NA,,,,NA,,NA,NA
cagr16,agoraphobia,,descriptive,How old were you the first time you were afraid of (fear)?,,,,NA,NA,NA,,,,NA,,NA,NA
dcagr054,agoraphobia,,radio,Always,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcagr055,agoraphobia,,dropdown,Age,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,,,RH,NA,,NA,NA
cagr17,agoraphobia,,descriptive,"
OFFSET
",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr056,agoraphobia,,radio,Are you still afraid of (fear)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcagr057,agoraphobia,,dropdown,How old were you the last time you had one of these attacks?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcagr056] = '0',,,NA,,NA,NA
cagr18,agoraphobia,,descriptive,"
COURSE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr058,agoraphobia,,radio,"Since you were (age of onset), was there ever a time when you were not afraid of (fear)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
cagr19,agoraphobia,,descriptive,What was the longest period of time that (fear) did not bother you?,,,,NA,NA,NA,[dcagr058] = '1',,,NA,,NA,NA
dcagr059,agoraphobia,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcagr058] = '1',,RH,NA,,NA,NA
dcagr060,agoraphobia,,text,N of Months,,MONTHS,number,NA,NA,NA,[dcagr058] = '1',,RH,NA,,NA,NA
dcagr061,agoraphobia,,text,N of Years,,YEARS,number,NA,NA,NA,[dcagr058] = '1',,RH,NA,,NA,NA
cagr20,agoraphobia,,descriptive,"
HELP-SEEKING TREATMENT (LIFETIME)
",,,,NA,NA,NA,,,,NA,,NA,NA
dcagr062,agoraphobia,,radio,"Did anyone, like a teacher or relative, suggest that you get help for (list symptoms)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr062,NA,NA
dcagr063,agoraphobia,,radio,"Did you ever go to see a doctor, nurse, counselor, social worker, psychologist, minister/priest or other professional to get help for (list symptoms)","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcagr062,NA,NA
cagr22,agoraphobia,,descriptive,What kind of person/people did you get help from?,,,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
cagr21,agoraphobia,,descriptive,"
Participant Card 13 (Professional/Treatment)
",,,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr064,agoraphobia,,text,Specify (Professional/Treatment 1),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr065,agoraphobia,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr066,agoraphobia,,text,Specify (Professional/Treatment 2),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr067,agoraphobia,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr068,agoraphobia,,text,Specify (Professional/Treatment 3),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr069,agoraphobia,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
cagr23,agoraphobia,,descriptive,"
If from multiple people:
 Who did you get help from the first time?",,,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr070,agoraphobia,,radio,N/A,"7, N/A",,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr071,agoraphobia,,text,Specify (Professional/Treatment),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr072,agoraphobia,,text,Specify (Code),,CODE RESPONSE,number,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr073,agoraphobia,,dropdown,How old were you the first time you got help?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr074,agoraphobia,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcagr063] = '1',,RH,NA,,NA,NA
dcagr075,agoraphobia,,dropdown,"If no, how old were you the last time you got help?","1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcagr074] = '0',,,NA,,NA,NA
dcagr076,agoraphobia,,notes,What did the professional(s) (doctors) say that you had  (diagnoses given)? List:,,,,NA,NA,NA,[dcagr063] = '1',,LH,NA,,NA,NA
cagr24,agoraphobia,,descriptive,What kind of treatment(s) have you gotten...(Code all that apply)?,,,,NA,NA,NA,[dcagr063] = '1',,,NA,,NA,NA
dcagr077,agoraphobia,,radio,Out-patient (Going to see someone in an office),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcagr063] = '1',,RH,NA,dcagr077,NA,NA
dcagr078,agoraphobia,,radio,In-patient (Staying in a hospital),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcagr063] = '1',,RH,NA,dcagr077,NA,NA
dcagr079,agoraphobia,,radio,Other,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcagr063] = '1',,RH,NA,dcagr077,NA,NA
dcagr080,agoraphobia,,notes,Specify (Other),,,,NA,NA,NA,[dcagr079] = '1',,LH,NA,,NA,NA
dcagr081,agoraphobia,,radio,Medications *Refer to Medication Card,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcagr063] = '1',,RH,NA,,NA,NA
cagr026,agoraphobia,,descriptive,"
Participant Card 9 (Medications)
",,,,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr082,agoraphobia,,text,Specify (Medication 1),,MEDICATION,,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr083,agoraphobia,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr084,agoraphobia,,text,Specify (Medication 2),,MEDICATION,,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr085,agoraphobia,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr086,agoraphobia,,text,Specify (Medication 3),,MEDICATION,,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr087,agoraphobia,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr088,agoraphobia,,text,Specify (Medication 4),,MEDICATION,,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
dcagr089,agoraphobia,,text,Specify (Code 4),,CODE RESPONSE,number,NA,NA,NA,[dcagr081] = '1',,,NA,,NA,NA
cagr_end,agoraphobia,,descriptive,"
INTERVIEWER: END Agoraphobia section.
",,,,NA,NA,NA,,,,NA,,NA,NA
