Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcscr026,screener,"ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) 
Did you often: ",radio,Did a teacher ever talk to your parents about problems paying attention or sitting still?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr023,NA,NA
cscr9,screener,OPPOSITIONAL DEFIANT DISORDER (ODD),descriptive,"


Some children and adolescents do things that can get them into trouble with adults, like getting angry, arguing or talking back to adults, refusing to do what adults ask them to do, annoying people on purpose, or being touchy, grouchy, or irritable.",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr027,screener,OPPOSITIONAL DEFIANT DISORDER (ODD),radio,"Was there a time when you did things that got you into trouble with adults such as losing your temper, arguing with or talking back to adults, or being grouchy or irritable with them?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr027,NA,NA
dcscr028,screener,OPPOSITIONAL DEFIANT DISORDER (ODD),radio,Was there a time when you got into trouble with adults for refusing to do what they told you to do?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr027,NA,NA
dcscr029,screener,OPPOSITIONAL DEFIANT DISORDER (ODD),radio,Did you often annoy other people on purpose?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr027,NA,NA
dcscr030,screener,OPPOSITIONAL DEFIANT DISORDER (ODD),radio,"Did you ever get into trouble for getting even with other people by doing things to hurt them, telling lies about them, or messing up their things?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr027,NA,NA
cscr10,screener,CONDUCT DISORDER,descriptive,"


Some young people do other things that may get them into trouble with adults like breaking rules or getting into trouble with the police or other authorities if they get caught. They may lie a lot, steal, skip school, smoke or drink.",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr031,screener,CONDUCT DISORDER,radio,"Was there ever a time when you did things that got you into trouble with adults like lying, stealing or breaking rules?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr031,NA,NA
dcscr032,screener,CONDUCT DISORDER,radio,"Did you ever skip school, stay out at night later than you were supposed to, or run away from home overnight?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr031,NA,NA
dcscr033,screener,CONDUCT DISORDER,radio,"Did you ever set fires, break into cars, or destroy someone else's property on purpose?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr031,NA,NA
dcscr034,screener,CONDUCT DISORDER,radio,Do you have a probation officer or have you ever been on probation?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr031,NA,NA
dcscr035,screener,CONDUCT DISORDER,notes,"If yes, what happened?",,,,NA,NA,NA,[dcscr034] = '1',,LH,NA,,NA,NA
cscr11,screener,SPECIFIC PHOBIA,descriptive,"


Some people have fears of things, like spiders, heights, elevators, dogs, blood, or shots.  When they are faced with the thing that they fear, they become very frightened and upset even though there is no real danger.  They may go out of their way to stay away from the thing that they fear.
",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr036,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Animals or bugs, like dogs, snakes, or spiders?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr037,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Being in really high places, like a roof or tall building?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr038,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Water or situations involving water, such as a swimming pool, lake, or ocean?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr039,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Storms, thunder, or lightning?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr040,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Doctors, needles, or blood?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr041,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,"Closed spaces, like elevators or closets?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr042,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,Flying or airplanes?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
dcscr043,screener,"SPECIFIC PHOBIA 
Have you ever been very nervous or afraid of:",radio,Other?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr036,NA,NA
cscr15,screener,SOCIAL/PERFORMANCE ANXIETY,descriptive,"


Most people feel uncomfortable when they have to speak in front of people, meet new people, or when they are in situations in which they may say or do something embarrassing.  Some people become so uncomfortable in these situations that they either stay away from them or become very upset, even though they know that it doesn't make sense.",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr044,screener,"SOCIAL/PERFORMANCE ANXIETY
Was there ever a time in your life:",radio,"When you felt very afraid or really, really shy with people, like meeting new people, going to parties, or eating or drinking in front of others?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr044,NA,NA
dcscr045,screener,"SOCIAL/PERFORMANCE ANXIETY
Was there ever a time in your life:",radio,"When you felt very afraid or uncomfortable when you had to do something in front of a group of people, like speaking in class?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr044,NA,NA
cscr18,screener,PANIC DISORDER,descriptive,"
Some people have what we call ""panic or anxiety attacks"".  In these kinds of attacks, people become very scared, even though there is nothing around to frighten them.  Sometimes, they feel they can't breathe or their heart beats fast.  The attacks come on very quickly and then go away.",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr046,screener,PANIC DISORDER,radio,Have you ever had an attack like this?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
dcscr047,screener,PANIC DISORDER,notes,Describe,,,,NA,NA,NA,[dcscr046] = '1',,LH,NA,,NA,NA
dcscr048,screener,PANIC DISORDER,radio,"Has there ever been a time when all of a sudden you felt very, very scared or uncomfortable and your chest hurt, you couldn't catch your breath, your heart beat very fast, or you felt very shaky?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr046] = '0',,,NA,dcscr048,NA,NA
dcscr049,screener,PANIC DISORDER,radio,"Has there ever been a time when all of a sudden, you felt that something terrible was going to happen, that you were going crazy, or going to die?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr046] = '0',,,NA,dcscr048,NA,NA
dcscr050,screener,"
PANIC DISORDER COURSE
",text,How many of these attacks have you had?,,NUMBER OF ATTACKS,,NA,NA,NA,[dcscr046] = '1' or [dcscr048] = '1' or [dcscr049] = '1',,RH,NA,,NA,NA
dcscr051,screener,"
AGORAPHOBIA",radio,"
Have you ever been very nervous or afraid of being in crowds, going to public places, traveling by yourself, traveling away from home, or using public transportation like a bus or the metro?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
dcscr052,screener,"
AGORAPHOBIA",radio,Have you been afraid about (insert situation) because you were worried about having a scary/strange feeling in your body or other body problem(s)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr051] = '1',,,NA,dcscr052,NA,NA
dcscr053,screener,"
AGORAPHOBIA",radio,"Have you been afraid of being in places because you were worried that you might get trapped, couldn't escape, would be embarrassed to escape or couldn't get help?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr051] = '1',,,NA,dcscr052,NA,NA
cscr24,screener,OBSESSIVE COMPULSIVE DISORDER,descriptive,"
Some people have unpleasant thoughts or feelings to do things that keep coming back over and over again and they can't get them out of their head. These thoughts sometimes make these people feel like they have to do things over and over again (like washing their hands, counting, or checking things). ",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr054,screener,OBSESSIVE COMPULSIVE DISORDER,radio,"Have you ever been bothered by thoughts that don't make sense to you, that come over and over again and won't go away?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr054,NA,NA
dcscr055,screener,OBSESSIVE COMPULSIVE DISORDER,radio,Did these thoughts continue to bother you no matter how hard you tried to get rid of them or ignore them?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr054] = '1',,,NA,dcscr054,NA,NA
dcscr056,screener,OBSESSIVE COMPULSIVE DISORDER,radio,"Have you ever had to do something over and over again like washing your hands, or re-arranging or touching things in a certain way that would have made you feel really nervous if you couldn't do it?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr054,NA,NA
dcscr057,screener,OBSESSIVE COMPULSIVE DISORDER,radio,"Have you ever saved up so many things that people complain or they got in the way? 
INTERVIEWER: Clarify that this is NOT parents complaining that child needs to clean room/tidy up. 
","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr054,NA,NA
dcscr058,screener,OBSESSIVE COMPULSIVE DISORDER,notes,Please explain:,,,,NA,NA,NA,[dcscr057] = '1',,LH,NA,,NA,NA
dcscr059,screener,OBSESSIVE COMPULSIVE DISORDER,radio,Do you feel the need to do things just right (like they have to be perfect)?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cscr25,screener,OBSESSIVE COMPULSIVE DISORDER,text,"What is the longest period that you have had these thoughts or behaviors? (N Days, Weeks, Months, Years)",,,,NA,NA,NA,[dcscr054] = '1' or [dcscr056] = '1' or [dcscr057] = '1' or [dcscr059] = '1',,,NA,,NA,NA
dcscr064,screener,OBSESSIVE COMPULSIVE DISORDER,radio,Did they prevent you from doing things you normally would do?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr054] = '1' or [dcscr056] = '1' or [dcscr057] = '1' or [dcscr059] = '1',,,NA,dcscr064,NA,NA
dcscr065,screener,OBSESSIVE COMPULSIVE DISORDER,radio,Did having these thoughts or behaviors bother you a lot?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr054] = '1' or [dcscr056] = '1' or [dcscr057] = '1' or [dcscr059] = '1',,,NA,dcscr064,NA,NA
dcscr066,screener,"
EATING DISORDERS
",radio,"Was there ever a time when you felt really fat or heavy, but other people said that you were too thin?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr066,NA,NA
dcscr067,screener,"
EATING DISORDERS
",radio,"At that time, did you lose a lot of weight on purpose (like you were trying to do so)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr066] = '1',,,NA,dcscr066,NA,NA
dcscr068,screener,"
EATING DISORDERS
",radio,Has there been a time when your eating was out of control - you'd eat a large amount of food in a short period of time and could not stop yourself?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr066,NA,NA
dcscr069,screener,"
EATING DISORDERS
",radio,"At that time, did you ever do anything to stop yourself from gaining weight like taking pills or making yourself throw up?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr068] = '1',,,NA,dcscr066,NA,NA
cscr27,screener,,descriptive,"
INTERVIEWER: If any probes are endorsed, complete entire eating section.
",,,,NA,NA,NA,[dcscr066] = '1' or [dcscr068] = '1',,,NA,,NA,NA
cscr28,screener,DEPRESSION,descriptive,"
Some people have times when they feel sad, depressed, irritable or moody. They no longer enjoy the things they used to do; they may feel tired and have less energy than usual.  These changes are much different from their usual selves.
",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr070,screener,DEPRESSION,radio,Has there ever been a time when you felt sad or depressed most of the time?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr070,NA,NA
dcscr071,screener,DEPRESSION,radio,"Has there ever been a time when you cried a lot, or felt like crying?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr070,NA,NA
dcscr072,screener,DEPRESSION,radio,Was this different from how you usually are?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr070] = '1' or [dcscr071] = '1',,,NA,dcscr070,NA,NA
cscr29,screener,DEPRESSION,descriptive,"

INTERVIEWER: Sometimes a child will initially give a negative answer; if current sadness/depressed affect/state is evident, ask about current mood.
",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr073,screener,DEPRESSION,radio,"Has there ever been a time when you felt grouchy, irritable or in a bad mood most of the time; even little things would make you mad?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr073,NA,NA
dcscr074,screener,DEPRESSION,radio,Was this different from how you usually are?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr073] = '1',,,NA,dcscr073,NA,NA
dcscr075,screener,DEPRESSION,radio,Has there ever been a time when nothing was fun for you and you just weren't interested in anything?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr073,NA,NA
dcscr076,screener,DEPRESSION,radio,Was this different from how you usually are?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr075] = '1',,,NA,dcscr073,NA,NA
dcscr077,screener,DEPRESSION,radio,"Did other people say that you seemed (more sad, more grouchy, or like you weren't having as much fun as usual)?","7, N/A | 0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cscr30,screener,MANIA/HYPOMANIA,descriptive,"


Some people have periods when they feel much more active, energetic, and talkative.  They may think more quickly.  They talk a lot.  They may be fidgety or unable to sit still and they sometimes do things that are unusual for them, like spending too much money.  
",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr078,screener,"
MANIA/HYPOMANIA: INCREASED MOTOR ACTIVITY",radio,"Have there been times when you were much more active than usual, had problems sitting still, or needed to move around a lot?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
dcscr079,screener,"
MANIA/HYPOMANIA: INCREASED ENERGY",radio,Has there ever been a time when you felt so full of energy that you couldn't stop doing things and you didn't get tired?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr079,NA,NA
dcscr080,screener,"
MANIA/HYPOMANIA: INCREASED ENERGY",radio,"Has there ever been a time when you felt like you hardly needed sleep?  
INTERVIEWER: Do NOT include isolated events, like a slumber party.
","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr079,NA,NA
dcscr081,screener,"
MANIA/HYPOMANIA: INCREASED ENERGY",radio,"Have there been times when you kept talking a lot, or had so many ideas in your head that you could hardly keep track of them?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
dcscr082,screener,"
MANIA/HYPOMANIA: ELEVATED MOOD
",radio,"Have you ever had a time when you felt much more happy or excited than you usually do; when there was nothing special going on? 


INTERVIEWER: NOT mild elation.
","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,dcscr082,NA,NA
dcscr083,screener,"
MANIA/HYPOMANIA: ELEVATED MOOD
",radio,Have you ever had a time when you felt like you could do almost anything?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr082,NA,NA
dcscr084,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",radio,"Has there ever been a time when you felt unusually grouchy, cranky, or irritable; when the smallest things would make you really mad?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr084,NA,NA
dcscr085,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",radio,"Did other people, like parents or teachers, notice this change or worry about you?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr078]= '1' or [dcscr079]= '1' or [dcscr080]= '1' or [dcscr081]= '1' or [dcscr082]= '1' or [dcscr083]= '1' or [dcscr084]= '1',,,NA,dcscr084,NA,NA
dcscr086,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",radio,Was this different from how you usually are?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr078]= '1' or [dcscr079]= '1' or [dcscr080]= '1' or [dcscr081]= '1' or [dcscr082]= '1' or [dcscr083]= '1' or [dcscr084]= '1' or  [dcscr085] = '1' or [dcscr085] = '0',,,NA,dcscr084,NA,NA
dcscr087,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",radio,"If yes, During that time/those times, how often did you feel that way?","1, Almost every day | 2, About half of the days | 3, Less than half the days | 9, Unknown",,,NA,NA,NA,[dcscr086] = '1',,LH,NA,,NA,NA
dcscr088,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",radio,"If yes, On the days you felt this way, how much of the day did it last?","1, All of the day | 2, Most of the day | 3, Half of the day | 4, Only a small part of the day | 9, Unknown",,,NA,NA,NA,[dcscr086] = '1',,LH,NA,,NA,NA
dcscr089,screener,"
MANIA/HYPOMANIA: IRRITABLE MOOD
",text,How many times a year?,,TIMES,number,NA,NA,NA,[dcscr086] = '1',,,NA,,NA,NA
cscr37,screener,PSYCHOSIS,descriptive,"


Now I am going to ask you some questions about things that happen to people during stressful times. 

INTERVIEWER: When asking psychosis questions, ask child/parent to give examples.",,,,NA,NA,NA,,,,NA,,NA,NA
dcscr090,screener,PSYCHOSIS: HALLUCINATIONS,radio,Have you ever heard voices when no one was there?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr090,NA,NA
dcscr095a,screener,PSYCHOSIS: HALLUCINATIONS,text,Example 1,,EXAMPLE,,NA,NA,NA,[dcscr090] = '1' ,,RH,NA,,NA,NA
dcscr091,screener,PSYCHOSIS: HALLUCINATIONS,radio,Have you ever seen things that other people couldn't see?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr090,NA,NA
dcscr095b,screener,PSYCHOSIS: HALLUCINATIONS,text,Example 2,,EXAMPLE,,NA,NA,NA, [dcscr091] = '1' ,,RH,NA,,NA,NA
dcscr092,screener,PSYCHOSIS: HALLUCINATIONS,radio,Have you ever seen visions?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr090,NA,NA
dcscr095c,screener,PSYCHOSIS: HALLUCINATIONS,text,Example 3,,EXAMPLE,,NA,NA,NA,[dcscr092] = '1' ,,RH,NA,,NA,NA
dcscr093,screener,PSYCHOSIS: HALLUCINATIONS,radio,Have you ever heard things other people couldn't hear?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr090,NA,NA
dcscr095d,screener,PSYCHOSIS: HALLUCINATIONS,text,Example 4,,EXAMPLE,,NA,NA,NA,[dcscr093] = '1' ,,RH,NA,,NA,NA
dcscr094,screener,PSYCHOSIS: HALLUCINATIONS,radio,Has there ever been anything unusual about the way things smelled or felt or looked?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr090,NA,NA
dcscr095e,screener,PSYCHOSIS: HALLUCINATIONS,text,Example 5,,EXAMPLE,,NA,NA,NA,[dcscr094] = '1',,RH,NA,,NA,NA
cscr40,screener,PSYCHOSIS: HALLUCINATIONS,descriptive,"
INTERVIEWER: If any hallucination questions endorsed, ask next question ONLY to parent.
",,,,NA,NA,NA,[dcscr090] = '1' or [dcscr091] = '1' or [dcscr092] = '1' or [dcscr093] = '1' or [dcscr094] = '1',,,NA,,NA,NA
dcscr096,screener,PSYCHOSIS: HALLUCINATIONS,radio,Is this something that is considered unusual for the child?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcscr090] = '1' or [dcscr091] = '1' or [dcscr092] = '1' or [dcscr093] = '1' or [dcscr094] = '1',,LH,NA,,NA,NA
dcscr097,screener,PSYCHOSIS: HALLUCINATIONS,notes,What is it?,,,,NA,NA,NA,[dcscr096] = '1',,LH,NA,,NA,NA
dcscr098,screener,PSYCHOSIS: DELUSIONS,radio,Have you ever had your imagination play tricks on you?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr099,NA,NA
dcscr102a,screener,PSYCHOSIS: DELUSIONS,text,Example 1,,EXAMPLE,,NA,NA,NA,[dcscr098] = '1',,RH,NA,,NA,NA
dcscr099,screener,PSYCHOSIS: DELUSIONS,radio,Have you ever believed in things that most other people or your parents don't believe in? What?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr099,NA,NA
dcscr102b,screener,PSYCHOSIS: DELUSIONS,text,Example 2,,EXAMPLE,,NA,NA,NA,[dcscr099] = '1' ,,RH,NA,,NA,NA
dcscr100,screener,PSYCHOSIS: DELUSIONS,radio,"Have you ever believed in things and later found out they weren't true, like people being out to get you, or talking about you behind your back, or controlling what you do or think?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr099,NA,NA
dcscr102c,screener,PSYCHOSIS: DELUSIONS,text,Example 3,,EXAMPLE,,NA,NA,NA,[dcscr100] = '1' ,,RH,NA,,NA,NA
dcscr101,screener,PSYCHOSIS: DELUSIONS,radio,Were you sure of that at the time or did you think it just might be so?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcscr099,NA,NA
dcscr102d,screener,PSYCHOSIS: DELUSIONS,text,Example 4,,EXAMPLE,,NA,NA,NA,[dcscr101] = '1',,RH,NA,,NA,NA
