Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
cpan10,panic_disorder,,descriptive,"
DISTRESS/IMPAIRMENT

Please look at the thermometer/scale.

INTERVIEWER: Remind child how to use scale, if necessary.
",,,,NA,NA,NA,,,,NA,,NA,NA
cpan11,panic_disorder,,descriptive,"
Participant Card 8 (Distress/Impairment)
",,,,NA,NA,NA,,,,NA,,NA,NA
cpan12,panic_disorder,,descriptive,"
DISTRESS 
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpan053,panic_disorder,,dropdown,How much did having these attacks upset or bother you?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 997, 997 | 998, 998 | 999, 999",CODE RESPONSE,autocomplete,0,10,NA,,,,NA,,NA,NA
cpan13,panic_disorder,,descriptive,"
IMPAIRMENT

",,,,NA,NA,NA,,,,NA,,NA,NA
dcpan054,panic_disorder,,dropdown,"How much did the attacks you have told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 997, 997 | 998, 998 | 999, 999",CODE RESPONSE,autocomplete,0,10,NA,,,,NA,,NA,NA
dcpan055,panic_disorder,,radio,Did you stay home from school because of your attacks?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,RH,NA,,NA,NA
dcpan056,panic_disorder,,text,How many days of school did you miss? (lifetime),,DAYS,number,NA,NA,NA,[dcpan055] = '1',,,NA,,NA,NA
cpan14,panic_disorder,,descriptive,"
EPISODES/COURSE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpan057,panic_disorder,,text,How many attacks like this have you had in your life?,,ATTACKS,number,NA,NA,NA,,,,NA,,NA,NA
dcpan058,panic_disorder,,dropdown,"How old were you when you first had one of these attacks? 


INTERVIEWER: If only one attack, code age here.
","1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,,,RH,NA,,NA,NA
dcpan059,panic_disorder,,dropdown,How old were you the last time you had one of these attacks?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,,,,NA,,NA,NA
cpan15,panic_disorder,,descriptive,"
INTERVIEWER: Ask only of people who had 2 or more attacks.
",,,,NA,NA,NA,[dcpan057] > 1,,,NA,,NA,NA
cpan16,panic_disorder,,descriptive,"
INTERVIEWER: If only one attack, SKIP to Help-Seeking Treatment.
",,,,NA,NA,NA,[dcpan057] < 2,,,NA,,NA,NA
cpan17,panic_disorder,,descriptive,Thinking about all of your panic attacks:,,,,NA,NA,NA,[dcpan057] > 1,,,NA,,NA,NA
cpan18,panic_disorder,,descriptive,What was the longest period of time that the attacks did not bother you?,,,,NA,NA,NA,[dcpan057] > 1,,,NA,,NA,NA
dcpan060,panic_disorder,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpan057] > 1,,RH,NA,,NA,NA
dcpan061,panic_disorder,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpan057] > 1,,RH,NA,,NA,NA
dcpan062,panic_disorder,,text,N of Months,,MONTHS,number,NA,NA,NA,[dcpan057] > 1,,RH,NA,,NA,NA
dcpan063,panic_disorder,,radio,"From your first to last panic attack (between ages) what was the pattern of your attacks, would you say:","1, Only had a few scattered over many years | 2, A few attacks per year for several years | 3, Many attacks per year spread out during the year | 4, Panic attacks clustered together over a brief period | 5, Many attacks per year that came in groups during the year | 9, NA/No Information",,,NA,NA,NA,[dcpan057] > 1,,LV,NA,,NA,NA
cpan19,panic_disorder,,descriptive,"
HELP-SEEKING TREATMENT (LIFETIME)
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpan064,panic_disorder,,radio,"Did anyone, like a teacher or relative, suggest that you get help for (list symptoms)?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpan064,NA,NA
dcpan065,panic_disorder,,radio,"Did you ever go to see a doctor, nurse, counselor, social worker, psychologist, minister/priest or other professional to get help for (list symptoms)","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpan064,NA,NA
cpan21,panic_disorder,,descriptive,What kind of person/people did you get help from?,,,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
cpan20,panic_disorder,,descriptive,"
Participant Card 13 (Professional/Treatment)
",,,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan066,panic_disorder,,text,Specify (Professional/Treatment 1),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan067,panic_disorder,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan068,panic_disorder,,text,Specify (Professional/Treatment 2),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan069,panic_disorder,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan070,panic_disorder,,text,Specify (Professional/Treatment 3),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan071,panic_disorder,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
cpan21a,panic_disorder,,descriptive,"
If from multiple people:
 Who did you get help from the first time?",,,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan072,panic_disorder,,radio,N/A,"7, N/A",,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan073,panic_disorder,,text,Specify (Professional/Treatment),,PROFESSIONAL/TREATMENT,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan074,panic_disorder,,text,Specify (Code),,CODE RESPONSE,number,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan075,panic_disorder,,dropdown,How old were you the first time you got help?,"1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan076,panic_disorder,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,,NA,NA
dcpan077,panic_disorder,,dropdown,"If no, how old were you the last time you got help?","1, 1| 2, 2 | 3, 3| 4, 4| 5, 5| 6, 6|7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 997, 997 | 998, 998 | 999, 999",AGE,autocomplete,NA,NA,NA,[dcpan076] = '0',,,NA,,NA,NA
dcpan078,panic_disorder,,notes,What did the professional(s) (doctors) say that you had  (diagnoses given)? List:,,,,NA,NA,NA,[dcpan065] = '1',,LH,NA,,NA,NA
cpan22,panic_disorder,,descriptive,What kind of treatment(s) have you gotten...(Code all that apply)?,,,,NA,NA,NA,[dcpan065] = '1',,,NA,,NA,NA
dcpan079,panic_disorder,,radio,Out-patient (Going to see someone in an office),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,dcpan079,NA,NA
dcpan080,panic_disorder,,radio,In-patient (Staying in a hospital),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,dcpan079,NA,NA
dcpan081,panic_disorder,,radio,Going to the Emergency Room,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,dcpan079,NA,NA
dcpan082,panic_disorder,,radio,Other,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,dcpan079,NA,NA
dcpan083,panic_disorder,,notes,Specify (Other),,,,NA,NA,NA,[dcpan082] = '1',,LH,NA,,NA,NA
dcpan084,panic_disorder,,radio,Medications *Refer to Medication Card,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpan065] = '1',,RH,NA,,NA,NA
cpan23,panic_disorder,,descriptive,"
Participant Card 9 (Medications)
",,,,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan085,panic_disorder,,text,Specify (Medication 1),,MEDICATION,,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan086,panic_disorder,,text,Specify (Code 1),,CODE RESPONSE,number,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan087,panic_disorder,,text,Specify (Medication 2),,MEDICATION,,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan088,panic_disorder,,text,Specify (Code 2),,CODE RESPONSE,number,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan089,panic_disorder,,text,Specify (Medication 3),,MEDICATION,,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan090,panic_disorder,,text,Specify (Code 3),,CODE RESPONSE,number,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan091,panic_disorder,,text,Specify (Medication 4),,MEDICATION,,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
dcpan092,panic_disorder,,text,Specify (Code 4),,CODE RESPONSE,number,NA,NA,NA,[dcpan084] = '1',,,NA,,NA,NA
cpan_end,panic_disorder,,descriptive,"
INTERVIEWER: END Panic Disorder section.
",,,,NA,NA,NA,,,,NA,,NA,NA
