Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcpsy021,psychosis,,radio,Have you ever heard voices making fun of you? Threatening you? Saying bad things about you?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy10,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy021] = '1',,,NA,,NA,NA
dcpsy022,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy021] = '1',,,NA,,NA,NA
dcpsy023,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy021] = '1',,,NA,,NA,NA
dcpsy024,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy021] = '1',,,NA,,NA,NA
dcpsy025,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy021] = '1',,,NA,,NA,NA
cpsy11,psychosis,,descriptive,"
THOUGHT BROADCASTING
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy026,psychosis,,radio,"Have you ever heard your thoughts spoken out loud, from outside your head so that you or others could hear what you were thinking?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy12,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy026] = '1',,,NA,,NA,NA
dcpsy027,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy026] = '1',,,NA,,NA,NA
dcpsy028,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy026] = '1',,,NA,,NA,NA
dcpsy029,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy026] = '1',,,NA,,NA,NA
dcpsy030,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy026] = '1',,,NA,,NA,NA
cpsy13,psychosis,,descriptive,"
OTHER VERBAL HALLUCINATIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy031,psychosis,,radio,Have you ever heard any other voices other people could not hear?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy14,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy031] = '1',,,NA,,NA,NA
dcpsy032,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy031] = '1',,,NA,,NA,NA
dcpsy033,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy031] = '1',,,NA,,NA,NA
dcpsy034,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy031] = '1',,,NA,,NA,NA
dcpsy035,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy031] = '1',,,NA,,NA,NA
dcpsy036,psychosis,,notes,Description:,,,,NA,NA,NA,[dcpsy031] = '1',,LH,NA,,NA,NA
cpsy15,psychosis,,descriptive,"
VISUAL
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy037,psychosis,,radio,Have you ever seen visions or seen things which other people could not see?  Did it come from a shadow? How clearly did you see these things? Were you awake or asleep?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy16,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy037] = '1',,,NA,,NA,NA
dcpsy038,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy037] = '1',,,NA,,NA,NA
dcpsy039,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy037] = '1',,,NA,,NA,NA
dcpsy040,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy037] = '1',,,NA,,NA,NA
dcpsy041,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy037] = '1',,,NA,,NA,NA
cpsy17,psychosis,,descriptive,"
OLFACTORY
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy042,psychosis,,radio,Have you ever smelled strange odors other people could not smell?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy18,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy042] = '1',,,NA,,NA,NA
dcpsy043,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy042] = '1',,,NA,,NA,NA
dcpsy044,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy042] = '1',,,NA,,NA,NA
dcpsy045,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy042] = '1',,,NA,,NA,NA
dcpsy046,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy042] = '1',,,NA,,NA,NA
cpsy19,psychosis,,descriptive,"
TACTILE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy047,psychosis,,radio,Have you ever had strange feelings in your body like things were crawling on you or someone touching you and nothing or no one was there?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy20,psychosis,,descriptive,How long did it last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy047] = '1',,,NA,,NA,NA
dcpsy048,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy047] = '1',,,NA,,NA,NA
dcpsy049,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy047] = '1',,,NA,,NA,NA
dcpsy050,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy047] = '1',,,NA,,NA,NA
dcpsy051,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy047] = '1',,,NA,,NA,NA
cpsy21a,psychosis,,descriptive,"
DURATION
",,,,NA,NA,NA,,,,NA,,NA,NA
cpsy21,psychosis,,descriptive,Duration of period when hallucinations occurred (can be intermittent over this time):,,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy052,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,,,,NA,,NA,NA
dcpsy053,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
cpsy22,psychosis,,descriptive,"
ASSOCIATED CONDITIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy054,psychosis,,radio,Were you drinking a lot then?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy054,NA,NA
dcpsy055,psychosis,,radio,Had you just stopped drinking?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy054,NA,NA
dcpsy056,psychosis,,radio,"Were you taking drugs- like LSD, speed, crystal meth, ecstacy, mushrooms?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy054,NA,NA
dcpsy057,psychosis,,radio,Were you physically ill then?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy054,NA,NA
dcpsy058,psychosis,,radio,Do your parents and family believe in (_____) also? (Part of shared religious or subculture belief system.),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy054,NA,NA
dcpsy059,psychosis,,notes,"
At this point, the interviewer should establish some chronology for him/herself regarding the number of episodes, duration, severity of each, and record this information in notes.
NOTES:

",,,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy24,psychosis,,descriptive,"
SYMPTOMS


DELUSIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
cpsy25,psychosis,,descriptive,"
DELUSIONS OF CONTROL OR INFLUENCE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy060,psychosis,,radio,Have you ever felt that you were under someone else's control? Whose?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy060,NA,NA
dcpsy061,psychosis,,radio,"Have you ever felt that you could be made to do something against your will, like say or think to do things, without your wanting to?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy060,NA,NA
cpsy26,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy061] = '1',,,NA,,NA,NA
dpsy062,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy061] = '1',,,NA,,NA,NA
dpsy063,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy061] = '1',,,NA,,NA,NA
dpsy064,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy061] = '1',,,NA,,NA,NA
dpsy065,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy061] = '1',,,NA,,NA,NA
cpsy27,psychosis,,descriptive,"
THOUGHT BROADCASTING
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy066,psychosis,,radio,Have you ever felt that people could hear what you were thinking?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy28,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy066] = '1',,,NA,,NA,NA
dcpsy067,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy066] = '1',,,NA,,NA,NA
dcpsy068,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy066] = '1',,,NA,,NA,NA
dcpsy069,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy066] = '1',,,NA,,NA,NA
dcpsy070,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy066] = '1',,,NA,,NA,NA
cpsy29,psychosis,,descriptive,"
THOUGHT INSERTION
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy071,psychosis,,radio,Have you ever felt that people could put thoughts in your mind? What thoughts were they?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy30,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy071] = '1',,,NA,,NA,NA
dcpsy072,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy071] = '1',,,NA,,NA,NA
dcpsy073,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy071] = '1',,,NA,,NA,NA
dcpsy074,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy071] = '1',,,NA,,NA,NA
dcpsy075,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy071] = '1',,,NA,,NA,NA
cpsy31,psychosis,,descriptive,"
THOUGHT READING
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy076,psychosis,,radio,Have you ever felt that people could know what you were thinking or read in your mind?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy32,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy076] = '1',,,NA,,NA,NA
dcpsy077,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy076] = '1',,,NA,,NA,NA
dcpsy078,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy076] = '1',,,NA,,NA,NA
dcpsy079,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy076] = '1',,,NA,,NA,NA
dcpsy080,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy076] = '1',,,NA,,NA,NA
cpsy33,psychosis,,descriptive,"
SOMATIC DELUSIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy081,psychosis,,radio,Have you ever felt that something was happening to your insides or that something was living inside you?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy34,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy081] = '1',,,NA,,NA,NA
dcpsy082,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy081] = '1',,,NA,,NA,NA
dcpsy083,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy081] = '1',,,NA,,NA,NA
dcpsy084,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy081] = '1',,,NA,,NA,NA
dcpsy085,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy081] = '1',,,NA,,NA,NA
cpsy35,psychosis,,descriptive,"
DELUSIONS OF GRANDIOSITY
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy086,psychosis,,radio,Have you ever felt that you were a very important person or that you had special powers?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy36,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy086] = '1',,,NA,,NA,NA
dcpsy087,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy086] = '1',,,NA,,NA,NA
dcpsy088,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy086] = '1',,,NA,,NA,NA
dcpsy089,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy086] = '1',,,NA,,NA,NA
dcpsy090,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy086] = '1',,,NA,,NA,NA
cpsy37,psychosis,,descriptive,"
NIHILISTIC DELUSIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy091,psychosis,,radio,Have you ever felt that the world was coming to an end soon? (Explore),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy38,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy091] = '1',,,NA,,NA,NA
dcpsy092,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy091] = '1',,,NA,,NA,NA
dcpsy093,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy091] = '1',,,NA,,NA,NA
dcpsy094,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy091] = '1',,,NA,,NA,NA
dcpsy095,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy091] = '1',,,NA,,NA,NA
cpsy39,psychosis,,descriptive,"
DELUSIONS OF REFERENCE
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy096,psychosis,,radio,Have you ever felt people were talking about you behind your back?  What about people in TV or radio?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy096,NA,NA
dcpsy097,psychosis,,radio,Have you ever thought there were secret meanings for you in what ordinary people did?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy096,NA,NA
cpsy40,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy096] = '1' or [dcpsy097] = '1',,,NA,,NA,NA
dcpsy098,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy096] = '1' or [dcpsy097] = '1',,,NA,,NA,NA
dcpsy099,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy096] = '1' or [dcpsy097] = '1',,,NA,,NA,NA
dcpsy100,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy096] = '1' or [dcpsy097] = '1',,,NA,,NA,NA
dcpsy101,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy096] = '1' or [dcpsy097] = '1',,,NA,,NA,NA
cpsy41,psychosis,,descriptive,"
PERSECUTORY DELUSIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy102,psychosis,,radio,Have you ever felt people were going after you to hurt you or get at you?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy102,NA,NA
dcpsy103,psychosis,,radio,Has there ever been a plot against you?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy102,NA,NA
cpsy42,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy102] = '1' or [dcpsy103] = '1',,,NA,,NA,NA
dcpsy104,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy102] = '1' or [dcpsy103] = '1',,,NA,,NA,NA
dcpsy105,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy102] = '1' or [dcpsy103] = '1',,,NA,,NA,NA
dcpsy106,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy102] = '1' or [dcpsy103] = '1',,,NA,,NA,NA
dcpsy107,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy102] = '1' or [dcpsy103] = '1',,,NA,,NA,NA
cpsy43,psychosis,,descriptive,"
DELUSIONS OF GUILT OR SIN
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy108,psychosis,,radio,Have you ever felt like you were being (or should be) punished because you were evil? (Explore),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy44,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy108] = '1',,,NA,,NA,NA
dcpsy109,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy108] = '1',,,NA,,NA,NA
dcpsy110,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy108] = '1',,,NA,,NA,NA
dcpsy111,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy108] = '1',,,NA,,NA,NA
dcpsy112,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy108] = '1',,,NA,,NA,NA
dcpsy113,psychosis,,radio,"
OTHER BIZARRE DELUSIONS
","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
dcpsy114,psychosis,,notes,Specify:,,,,NA,NA,NA,[dcpsy113] = '1',,LH,NA,,NA,NA
cpsy45,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy113] = '1',,,NA,,NA,NA
dcpsy115,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy113] = '1',,,NA,,NA,NA
dcpsy116,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy113] = '1',,,NA,,NA,NA
dcpsy117,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy113] = '1',,,NA,,NA,NA
dcpsy118,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy113] = '1',,,NA,,NA,NA
cpsy46,psychosis,,descriptive,"
DURATION
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy119,psychosis,,text,Duration of period when delusions occurred (can be intermittent over this time):,,WEEKS,number,NA,NA,NA,,,,NA,,NA,NA
cpsy47,psychosis,,descriptive,"
ASSOCIATED CONDITIONS
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy120,psychosis,,radio,Were you drinking a lot then?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy120,NA,NA
dcpsy121,psychosis,,radio,Had you just stopped drinking?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy120,NA,NA
dcpsy122,psychosis,,radio,"Were you taking drugs- like LSD, speed, crystal meth, ecstacy, mushrooms?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy120,NA,NA
dcpsy123,psychosis,,radio,Were you physically ill then?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy120,NA,NA
dcpsy124,psychosis,,radio,Do your parents and family believe in (_____) also? (Part of shared religious or subculture belief system.),"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,,NA,dcpsy120,NA,NA
dcpsy125,psychosis,,notes,"
At this point, the interviewer should establish some chronology for him/herself regarding the number of episodes, duration, severity of each, and record this information in notes.
NOTES:

",,,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy49,psychosis,,descriptive,"
GENERAL PROBES

FORMAL THOUGHT DISORDER
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy126,psychosis,,radio,Have there been times when people said they had trouble understanding what you were saying?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy50,psychosis,,descriptive,"
INTERVIEWER: If no evidence of psychotic symptoms, END Psychosis section. 


INTERVIEWER: If there are psychotic symptoms, SKIP to Other Phenomena.


",,,,NA,NA,NA,[dcpsy126] = '0',,,NA,,NA,NA
cpsy51,psychosis,,descriptive,How long did this last?,,,,NA,NA,NA,[dcpsy126] = '1',,,NA,,NA,NA
dcpsy127,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy126] = '1',,,NA,,NA,NA
dcpsy128,psychosis,,text,N of Hours,,HOURS,number,NA,NA,NA,[dcpsy126] = '1',,,NA,,NA,NA
dcpsy129,psychosis,,text,N of Days,,DAYS,number,NA,NA,NA,[dcpsy126] = '1',,,NA,,NA,NA
dcpsy130,psychosis,,text,N of Weeks,,WEEKS,number,NA,NA,NA,[dcpsy126] = '1',,,NA,,NA,NA
dcpsy131,psychosis,,radio,Was your speech mixed up?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy132,psychosis,,radio,Did you make sense?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy133,psychosis,,radio,Could you make yourself understood if people told you that you couldn't be understood?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy134,psychosis,,radio,"Were you ""high"" at the time?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy135,psychosis,,radio,Were you sick?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy136,psychosis,,radio,Had you taken pills?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy137,psychosis,,radio,"Did people have trouble understanding you when you weren't ""high""?","0, No | 1, Yes | 9, Unk",,,NA,NA,NA,[dcpsy126] = '1',,,NA,dcpsy131,NA,NA
dcpsy138,psychosis,,notes,"
INTERVIEWER: If thought disorder was present, was it associated with any of the following?
",,,,NA,NA,NA,[dcpsy126] = '1',,LH,NA,,NA,NA
cpsy51a,psychosis,,descriptive,"
OTHER PHENOMENA


CATATONIA
",,,,NA,NA,NA,,,,NA,,NA,NA
dcpsy139,psychosis,,radio,Did you ever find that you couldn't move? Could you? Did you stay still for a long time?,"0, No | 1, Yes | 9, Unk",,,NA,NA,NA,,,LH,NA,,NA,NA
cpsy52,psychosis,,descriptive,How long did this last (Estimate duration and dates)?,,,,NA,NA,NA,[dcpsy139] = '1',,,NA,,NA,NA
dcpsy140,psychosis,,text,N of Minutes,,MINUTES,number,NA,NA,NA,[dcpsy139] = '1',,,NA,,NA,NA
